species,Spnvisits
Hem_2101,82
Hem_2089,189
Hem_2053,71
Hem_2020,86
Hem_1931,12
Hem_3876,54
Hem_1923,321
Hem_1916,126
Hem_1912,72
Hem_1873,57
Hem_1870,562
Hem_1868,74
Hem_1797,439
Hem_1796,98
Hem_1767,259
Hem_3832,89
Hem_1496,216
Hem_1494,198
Hem_1491,104
Hem_1468,433
Hem_1460,39
Hem_1447,345
Hem_1426,148
Hem_1292,74
Hem_1272,76
Hem_1258,5
Hem_1245,132
Hem_1223,408
Hem_1042,9
Hem_2666,59
Hem_2222,12
Hem_1977,142
Hem_2369,14
Hem_1198,56
Hem_1053,209
Hem_2202,145
Hem_1094,162
Hem_2197,141
Hem_1425,42
Hem_3954,21
Hem_2132,66
Hem_2179,104
Hem_3662,580
Hem_3868,118
Hem_2229,433
Hem_1113,388
Hem_2538,279
Hem_2277,71
Hem_1862,276
Hem_1470,400
Hem_1117,787
Hem_2280,122
Hem_2272,107
Hem_1298,19
Hem_2279,151
Hem_4106,10
Hem_4056,11
Hem_1549,4
Hem_1488,9
Hem_3433,72
Hem_2236,630
Hem_1860,219
Hem_2556,283
Hem_2420,176
Hem_2501,235
Hem_1764,10
Hem_2099,104
Hem_1864,144
Hem_2018,345
Hem_1055,10
Hem_3886,42
Hem_1072,38
Hem_3664,32
Hem_1099,185
Hem_1027,107
Hem_2499,118
Hem_2251,55
Hem_1212,22
Hem_1471,124
Hem_1466,152
Hem_2102,419
Hem_2087,135
Hem_1561,20
Hem_2194,168
Hem_1550,77
Hem_3910,73
Hem_1921,75
Hem_1237,166
Hem_1867,85
Hem_2208,17
Hem_1642,120
Hem_3540,132
Hem_2115,252
Hem_1469,81
Hem_1987,401
Hem_2341,9
Hem_1685,18
Hem_2225,54
Hem_4139,45
Hem_2267,4
Hem_1848,112
Hem_1911,85
Hem_2095,71
Hem_2546,25
Hem_3895,36
Hem_2350,24
Hem_4144,0
Hem_1170,51
Hem_1716,88
Hem_2088,47
Hem_1102,34
Hem_2509,35
Hem_3808,64
Hem_1070,32
Hem_2269,106
Hem_2204,37
Hem_2238,9
Hem_3016,60
Hem_3926,48
Hem_2058,71
Hem_2489,21
Hem_1661,3
Hem_1429,88
Hem_1493,51
Hem_1731,24
Hem_1129,24
Hem_1119,36
Hem_2514,146
Hem_2500,29
Hem_2423,22
Hem_2117,116
Hem_2295,44
Hem_2421,16
Hem_2182,18
Hem_4101,14
Hem_1933,13
Hem_2471,41
Hem_2457,9
Hem_1199,109
Hem_1038,24
Hem_2118,32
Hem_1875,18
Hem_2654,28
Hem_2282,17
Hem_3782,0
Hem_3949,23
Hem_1559,6
Hem_1918,262
Hem_1446,4
Hem_1054,4
Hem_2518,22
Hem_2579,7
Hem_2472,64
Hem_2256,26
Hem_1081,25
Hem_2547,46
Hem_3801,21
Hem_2122,29
Hem_2119,54
Hem_2112,35
Hem_2094,19
Hem_1463,82
Hem_1465,41
Hem_2114,27
Hem_1365,3
Hem_2281,15
Hem_2248,15
Hem_2105,15
Hem_2186,45
Hem_1254,13
Hem_1925,87
Hem_2589,15
Hem_2003,7
Hem_2515,54
Hem_2271,31
Hem_2283,213
Hem_2273,12
Hem_2274,6
Hem_2276,73
Hem_2555,6
Hem_1705,4
Hem_1670,13
Hem_2223,16
Hem_1932,27
Hem_3858,13
Hem_2237,0
Hem_1114,21
Hem_1121,43
Hem_1039,40
Hem_2085,28
Hem_2520,77
Hem_2505,8
Hem_1266,19
Hem_2213,36
Hem_2106,18
Hem_2086,63
Hem_1025,25
Hem_1449,30
Hem_1785,45
Hem_1275,13
Hem_1930,71
Hem_1498,13
Hem_1103,17
Hem_2092,41
Hem_1706,33
Hem_2061,43
Hem_1467,32
Hem_1444,3
Hem_2124,90
Hem_3790,32
Hem_2121,29
Hem_2123,6
Hem_3181,5
Hem_1626,6
Hem_1715,16
Hem_1115,18
Hem_1871,64
Hem_2126,26
Hem_2651,7
Hem_2207,19
Hem_1267,7
Hem_1265,1
Hem_1300,32
Hem_2265,5
Hem_2422,5
Hem_2278,54
Hem_1335,7
Hem_1122,12
Hem_1854,13
Hem_2005,0
Hem_2606,15
Hem_2607,76
Hem_1850,130
Hem_1262,12
Hem_1462,6
Hem_2469,0
Hem_3901,0
Hem_2541,2
Hem_1954,4
Hem_2133,2
Hem_3824,1
Hem_1820,5
Hem_4104,27
Hem_1680,17
Hem_1929,14
Hem_1302,14
Hem_2525,24
Hem_2097,1
Hem_2577,4
Hem_1112,10
Hem_1452,6
Hem_2139,115
Hem_1366,14
Hem_2521,16
Hem_4103,4
Hem_3877,7
Hem_2113,6
Hem_1221,34
Hem_1218,17
Hem_1637,76
Hem_1216,16
Hem_1219,56
Hem_2270,21
Hem_1228,9
Hem_1863,23
Hem_3931,4
Hem_2275,7
Hem_1679,3
Hem_1662,26
Hem_1950,96
Hem_1851,39
Hem_2004,10
Hem_4105,14
Hem_4142,2
Hem_1217,9
Hem_1256,16
Hem_1813,23
Hem_2000,2
Hem_2544,10
Hem_4141,11
Hem_1220,29
Hem_1301,18
Hem_1492,1
Hem_2116,33
Hem_4036,1
Hem_1718,3
Hem_2613,3
Hem_1167,6
Hem_1920,1
Hem_2549,17
Hem_1991,7
Hem_2268,27
Hem_1538,2
Hem_2201,4
Hem_2548,4
Hem_1270,13
Hem_1560,5
Hem_1362,11
Hem_1336,1
Hem_1024,8
Hem_2490,5
Hem_2206,18
Hem_2120,12
Hem_2029,16
Hem_1200,29
Hem_4140,1
Hem_1111,8
Hem_2066,3
Hem_2044,2
Hem_3825,3
Hem_1092,4
Hem_1684,3
Hem_1877,4
Hem_2180,4
Hem_2510,0
Hem_1286,0
Hem_1660,3
Hem_1233,2
Hem_2125,5
Hem_1869,3
Hem_2022,5
Hem_2060,3
Hem_1168,0
Hem_1363,2
Hem_2227,1
Hem_1361,4
Hem_1490,2
Hem_1424,2
Hem_2334,2
Hem_3911,2
Hem_1299,8
Hem_3860,0
Hem_1026,13
Hem_2588,3
Hem_1818,8
Hem_1641,8
Hem_1489,0
Hem_2199,6
Hem_2002,4
Hem_1548,4
Hem_2519,10
Hem_2103,3
Hem_2231,5
Hem_1766,1
Hem_1687,0
Hem_1226,1
Hem_2198,0
Hem_3833,7
Hem_1028,0
Hem_2059,2
Hem_1116,2
Hem_3894,0
Hem_2516,0
Hem_3797,1
Hem_2604,1
Hem_3874,8
Hem_3928,1
Hem_3943,1
Hem_3932,1
Hem_2054,9
Hem_1166,1
Hem_3934,1
Hem_4149,0
Hem_1558,1
Hem_2224,1
Hem_1093,1
Hem_2214,1
Hem_4143,0
Nemurella pictetii,302
Nemoura cambrica,153
Leuctra inermis,471
Leuctra geniculata,433
Brachyptera risi,446
Leuctra fusca,464
Siphonoperla torrentium,673
Chloroperla tripunctata,174
Diura bicaudata,52
Isoperla grammatica,1571
Leuctra hippopus,414
Leuctra nigra,204
Amphinemura sulcicollis,564
Perlodes mortoni,388
Nemoura cinerea,380
Protonemura praecox,39
Capnia bifrons,25
Capnia atra,3
Nemoura erratica,121
Dinocras cephalotes,279
Perla bipunctata,138
Protonemura meyeri,338
Nemoura avicularis,152
Taeniopteryx nebulosa britannica,62
Brachyptera putata,66
Leuctra moselyi,99
Protonemura montana,5
Rhabdiopteryx acuminata,34
Amphinemura standfussi,57
Isogenus nubecula,7
Nemoura dubitans,5
Capnia vidua subsp. anglica,4
Col_6730,38
Col_1824,10
Col_6233,50
Col_5667,13
Col_1392,84
Col_6771,14
Col_2403,43
Col_5707,67
Col_5192,7
Col_1807,188
Col_6254,1
Col_1587,47
Col_6245,30
Col_6720,232
Col_6872,81
Col_7008,18
Col_6416,8
Col_3223,6
Col_2283,1
Col_8184,5
Col_6256,7
Col_5710,24
Col_6756,37
Col_4959,32
Col_4310,158
Col_4323,138
Col_4408,245
Col_6224,1
Col_3477,67
Col_5742,1
Col_2579,15
Col_3710,38
Col_4316,8
Col_6728,265
Col_6259,6
Col_6750,372
Col_4870,251
Col_6241,139
Col_4073,94
Col_5660,8
Col_5659,100
Col_5665,84
Col_5203,50
Col_4411,10
Col_3948,2
Col_6731,27
Col_5670,1
Col_4386,7
Col_6929,2
Col_1460,109
Col_2401,72
Col_6885,142
Col_6772,87
Col_4412,268
Col_5672,38
Col_6776,112
Col_6752,137
Col_7243,56
Col_3711,14
Col_3094,12
Col_5663,23
Col_3712,31
Col_6727,11
Col_2410,16
Col_3633,63
Col_6769,85
Col_1821,8
Col_1462,26
Col_2173,16
Col_6964,72
Col_6718,96
Col_7018,51
Col_5662,4
Col_3049,7
Col_1388,83
Col_1357,12
Col_4770,4
Col_4400,35
Col_6230,8
Col_5905,36
Col_6780,3
Col_6509,39
Col_5467,8
Col_6716,327
Col_5914,0
Col_5695,14
Col_6243,4
Col_6761,65
Col_1393,36
Col_6777,29
Col_1369,6
Col_6223,0
Col_1461,10
Col_2249,41
Col_3319,36
Col_5460,13
Col_7242,63
Col_3227,14
Col_5262,26
Col_6735,47
Col_6376,12
Col_5254,11
Col_6747,124
Col_3504,9
Col_5409,28
Col_6904,33
Col_6762,274
Col_3116,33
Col_6231,36
Col_1559,5
Col_1586,75
Col_6926,10
Col_5691,15
Col_3773,19
Col_1584,200
Col_4315,9
Col_6782,34
Col_5678,41
Col_1801,35
Col_3670,68
Col_6888,25
Col_8183,44
Col_6882,55
Col_4547,8
Col_1376,4
Col_4320,14
Col_5462,124
Col_6779,75
Col_1884,17
Col_6886,55
Col_3848,3
Col_6745,63
Col_6739,45
Col_1608,25
Col_1345,13
Col_7020,50
Col_6387,42
Col_5202,65
Col_5250,11
Col_6775,97
Col_6722,51
Col_4410,14
Col_3503,0
Col_6742,6
Col_2414,111
Col_4312,26
Col_3616,19
Col_3108,2
Col_6711,8
Col_6751,5
Col_5908,1
Col_4790,7
Col_5524,82
Col_4970,20
Col_6378,11
Col_5521,16
Col_4319,0
Col_5476,11
Col_5502,67
Col_4822,10
Col_6263,39
Col_6721,15
Col_4868,12
Col_6460,4
Col_5699,18
Col_4314,41
Col_2416,6
Col_3212,14
Col_2400,14
Col_4210,31
Col_6746,5
Col_5180,16
Col_5661,20
Col_6767,34
Col_4183,1
Col_3078,8
Col_2408,19
Col_5154,17
Col_3255,14
Col_5183,66
Col_5677,1
Col_3213,10
Col_4971,71
Col_4965,41
Col_5718,31
Col_5666,18
Col_4059,40
Col_5700,13
Col_6725,18
Col_5456,2
Col_5177,26
Col_4061,39
Col_3640,15
Col_6757,9
Col_6719,73
Col_5522,17
Col_3632,3
Col_4317,7
Col_5702,62
Col_6778,30
Col_4313,11
Col_6773,36
Col_1464,14
Col_6887,83
Col_5057,6
Col_2175,8
Col_6418,10
Col_6225,2
Col_2120,37
Col_5717,9
Col_6713,0
Col_3217,36
Col_3835,5
Col_5463,0
Col_6866,22
Col_6755,6
Col_6379,23
Col_2059,2
Col_6883,52
Col_6226,20
Col_5496,20
Col_1913,10
Col_6250,8
Col_1163,5
Col_1157,2
Col_6029,15
Col_3107,3
Col_4865,12
Col_4451,8
Col_1633,1
Col_5265,0
Col_1808,5
Col_5657,5
Col_1162,4
Col_6733,4
Col_3639,20
Col_6228,0
Col_4674,9
Col_1912,10
Col_6032,16
Col_2066,1
Col_6262,2
Col_6889,12
Col_5408,21
Col_4475,8
Col_6229,8
Col_3176,16
Col_3775,15
Col_4318,2
Col_1367,9
Col_2328,5
Col_4974,13
Col_5196,15
Col_6903,2
Col_5689,2
Col_5903,11
Col_7047,12
Col_2109,3
Col_5239,2
Col_6031,4
Col_1360,1
Col_3220,2
Col_4684,2
Col_5668,2
Col_6238,4
Col_1350,11
Col_2076,34
Col_3224,1
Col_1361,16
Col_5253,2
Col_5863,6
Col_5457,8
Col_7534,11
Col_1983,1
Col_4220,19
Col_2075,4
Col_3516,13
Col_5714,5
Col_1783,0
Col_6257,2
Col_6868,12
Col_3222,6
Col_6511,4
Col_4815,6
Col_2138,4
Col_1353,12
Col_3104,17
Col_1463,7
Col_5251,93
Col_6865,5
Col_1556,9
Col_4062,28
Col_4964,33
Col_2413,9
Col_6925,2
Col_5478,15
Col_3226,13
Col_4454,12
Col_6258,1
Col_1271,0
Col_1160,13
Col_3779,1
Col_5181,8
Col_6247,4
Col_6836,0
Col_4584,2
Col_7005,5
Col_8187,9
Col_5687,27
Col_6508,32
Col_6246,10
Col_2080,3
Col_5739,7
Col_3844,1
Col_6924,9
Col_5362,11
Col_1607,13
Col_4950,4
Col_6666,1
Col_6892,52
Col_2117,3
Col_5716,8
Col_2055,1
Col_7277,5
Col_2149,19
Col_1373,6
Col_4817,4
Col_2053,7
Col_1793,10
Col_1798,4
Col_1370,0
Col_3583,3
Col_1342,4
Col_6874,0
Col_1200,2
Col_5906,0
Col_3050,15
Col_3555,8
Col_5907,11
Col_4058,7
Col_8185,1
Col_6723,3
Col_1915,17
Col_2107,1
Col_5499,1
Col_4682,6
Col_3802,0
Col_5715,4
Col_4145,1
Col_1817,0
Col_4821,0
Col_1390,41
Col_7012,9
Col_8179,0
Col_1166,13
Col_5240,3
Col_5195,2
Col_6837,14
Col_4797,6
Col_5679,32
Col_6264,1
Col_5258,9
Col_5041,7
Col_5145,6
Col_6062,0
Col_1786,1
Col_4951,2
Col_6244,4
Col_3778,3
Col_1399,18
Col_6044,3
Col_2299,17
Col_2115,14
Col_1164,11
Col_2815,6
Col_3636,0
Col_6277,10
Col_3756,36
Col_5459,1
Col_5606,2
Col_6734,6
Col_3630,6
Col_5290,2
Col_3106,17
Col_1356,0
Col_1351,5
Col_4820,1
Col_5664,2
Col_7451,6
Col_4060,8
Col_4384,1
Col_3313,9
Col_3219,2
Col_5257,1
Col_6852,3
Col_1352,0
Col_7241,0
Col_2096,6
Col_5054,0
Col_2110,5
Col_3087,4
Col_3221,3
Col_4309,15
Col_5822,2
Col_2095,7
Col_6736,4
Col_6783,35
Col_6741,2
Col_3118,59
Col_3637,0
Col_6737,5
Col_6717,10
Col_7010,7
Col_5182,45
Col_6506,4
Col_5056,16
Col_2256,1
Col_6414,9
Col_2255,1
Col_2875,3
Col_6260,10
Col_5406,9
Col_6869,11
Col_6740,1
Col_2140,10
Col_1385,45
Col_6766,4
Col_5701,19
Col_2315,5
Col_6430,2
Col_2811,3
Col_6429,10
Col_5686,1
Col_2418,4
Col_6239,6
Col_6234,1
Col_7278,3
Col_2247,3
Col_3798,19
Col_2246,1
Col_7013,2
Col_2111,3
Col_2251,4
Col_3787,2
Col_6749,4
Col_3665,9
Col_6667,15
Col_1221,4
Col_4972,14
Col_5680,1
Col_1394,1
Col_4489,2
Col_3408,5
Col_2200,3
Col_4969,7
Col_1810,4
Col_5857,2
Col_3505,25
Col_2334,0
Col_5560,2
Col_6261,6
Col_6235,7
Col_1794,7
Col_1825,4
Col_4966,17
Col_3837,11
Col_4944,1
Col_6249,6
Col_4681,3
Col_1800,10
Col_5883,6
Col_2082,3
Col_4324,0
Col_5731,5
Col_2067,0
Col_1812,1
Col_1581,3
Col_3218,1
Col_5712,8
Col_5733,14
Col_4545,4
Col_3105,2
Col_5676,4
Col_1397,1
Col_3757,20
Col_3557,0
Col_2314,3
Col_4409,6
Col_5405,6
Col_5747,2
Col_4212,2
Col_2103,1
Col_3979,9
Col_5191,6
Col_7206,6
Col_5141,5
Col_3635,3
Col_5684,5
Col_5669,0
Col_3554,7
Col_3548,3
Col_1168,3
Col_2809,4
Col_2106,6
Col_4771,3
Col_1341,0
Col_5607,0
Col_5729,5
Col_4956,1
Col_5255,6
Col_1805,1
Col_2877,5
Col_3051,1
Col_5242,1
Col_6505,5
Col_5464,0
Col_4453,14
Col_5495,3
Col_5481,0
Col_4308,2
Col_3553,3
Col_1580,6
Col_4669,0
Col_1796,0
Col_5719,2
Col_4872,5
Col_7239,2
Col_1359,2
Col_5238,2
Col_4311,1
Col_4662,1
Col_4953,0
Col_3210,4
Col_6927,1
Col_2135,2
Col_5291,1
Col_5470,5
Col_3664,3
Col_3785,1
Col_1579,0
Col_4825,1
Col_4769,1
Col_1814,6
Col_1382,2
Col_3621,3
Col_6251,3
Col_1822,1
Col_2409,2
Col_5523,10
Col_8182,1
Col_6763,8
Col_2333,1
Col_5658,1
Col_3641,0
Col_5484,1
Col_6503,0
Col_3405,2
Col_6729,1
Col_6759,5
Col_3103,2
Col_1806,1
Col_2417,3
Col_2404,2
Col_3560,2
Col_6710,6
Col_2114,3
Col_3314,1
Col_2078,2
Col_3048,6
Col_2054,0
Col_5693,5
Col_3083,1
Col_1458,3
Col_1348,1
Col_4202,3
Col_1355,0
Col_5261,6
Col_5675,0
Col_2077,3
Col_5260,0
Col_3638,1
Col_4836,4
Col_1792,2
Col_4403,6
Col_3842,3
Col_3776,7
Col_3784,1
Col_1372,0
Col_5709,4
Col_5458,0
Col_5685,3
Col_4546,2
Col_6227,0
Col_5847,4
Col_1144,2
Col_6279,1
Col_2112,8
Col_3781,4
Col_1349,0
Col_3053,1
Col_5479,1
Col_2079,0
Col_3631,0
Col_2121,2
Col_6240,1
Col_8206,1
Col_5713,2
Col_6046,8
Col_6862,6
Col_6768,3
Col_6870,2
Col_5705,3
Col_6753,1
Col_3168,2
Col_7307,2
Col_6765,0
Col_7240,1
Col_6894,13
Col_6375,0
Col_3228,1
Col_3478,8
Col_2123,1
Col_1337,2
Col_3310,2
Col_3782,1
Col_1562,0
Col_6863,1
Col_3774,2
Col_5243,0
Col_5466,2
Col_5461,0
Col_5263,1
Col_3788,0
Col_1803,0
Col_1784,4
Col_4824,1
Col_3562,0
Col_3845,1
Col_4201,0
Col_6956,0
Col_6236,3
Col_5155,3
Col_5692,4
Col_6253,1
Col_6507,3
Col_7014,2
Col_1981,2
Col_5605,1
Col_1354,0
Col_2250,0
Col_4947,2
Col_8180,0
Col_6893,0
Col_6524,2
Col_3587,2
Col_6428,2
Col_4834,3
Col_3944,4
Col_6748,0
Col_4955,2
Col_3558,3
Col_4544,1
Col_2137,3
Col_1585,1
Col_1340,0
Col_3950,1
Col_2116,1
Col_2277,4
Col_3619,0
Col_2176,2
Col_3209,2
Col_6461,1
Col_3786,0
Col_5708,2
Col_2406,2
Col_6715,1
Col_5704,1
Col_2098,0
Col_7279,1
Col_7483,1
Col_7102,2
Col_1815,3
Col_4401,0
Col_4819,1
Col_2407,1
Col_2412,3
Col_5694,1
Col_2102,1
Col_3618,1
Col_2119,2
Col_2052,0
Col_4828,2
Col_6252,0
Col_1823,2
Col_1576,5
Col_3949,2
Col_3579,1
Col_6464,1
Col_6426,0
Col_6510,5
Col_5697,0
Col_3946,5
Col_5904,1
Col_1165,0
Col_1931,1
Col_5635,1
Col_7016,0
Col_4476,1
Col_4285,1
Col_5793,1
Col_5790,1
Col_5176,4
Col_6881,3
Col_1344,1
Col_1632,0
Col_3311,1
Col_4322,0
Col_6242,0
Col_5604,1
Col_6835,2
Col_4321,1
Col_4982,0
Col_1234,1
Col_3585,1
Col_5634,1
Col_5671,0
Col_5475,0
Col_5846,1
Col_6726,1
Col_5468,0
Col_6248,1
Col_2134,3
Col_4984,1
Col_5264,1
Col_5656,0
Col_4182,1
Col_5471,0
Col_6724,1
Col_5748,0
Col_1140,1
Col_5248,1
Col_2276,0
Col_4823,0
Col_4402,3
Col_2858,1
Col_1819,0
Col_2331,3
Col_3582,2
Col_2298,2
Col_5152,1
Col_3584,1
Col_5882,0
Col_5497,0
Col_3846,0
Col_2330,0
Col_3709,1
Col_1799,1
Col_5193,1
Col_6867,2
Col_4413,1
Col_4407,0
Col_5256,1
Col_2669,0
Col_5486,0
Col_4983,0
Col_2063,1
Col_2872,1
Col_5474,1
Col_8186,1
Col_6205,0
Col_3795,0
Col_5483,1
Col_1145,0
Col_8211,2
Col_4768,1
Col_6030,1
Col_6061,1
Col_6287,0
Col_2083,0
Col_4184,1
Col_1582,2
Col_6871,1
Col_2064,1
Col_2179,1
Col_5788,0
Col_4383,0
Col_5734,1
Col_5821,1
Col_6074,0
Col_5545,0
Col_4385,1
Col_5655,0
Col_3232,1
Col_5472,0
Col_6802,1
Col_5820,1
Col_8178,0
Col_5848,1
Corizus hyoscyami,266
Piezodorus lituratus,474
Troilus luridus,225
Palomena prasina,1392
Picromerus bidens,228
Rhopalus subrufus,156
Myrmus miriformis,141
Eurydema oleracea,124
Rhacognathus punctatus,54
Coreus marginatus,797
Dolycoris baccarum,689
Pentatoma rufipes,884
Gonocerus acuteangulatus,132
Acanthosoma haemorrhoidale,973
Leptoglossus occidentalis,426
Elasmucha grisea,397
Zicrona caerulea,119
Neottiglossa pusilla,49
Eysarcoris venustissimus,233
Elasmostethus interstinctus,572
Alydus calcaratus,29
Aelia acuminata,270
Nezara viridula,24
Rhopalus parumpunctatus,30
Stictopleurus punctatonervosus,90
Rhaphigaster nebulosa,1
Ceraleptus lividus,22
Cyphostethus tristriatus,9
Coriomeris denticulatus,141
Eurygaster testudinaria,180
Tritomegas bicolor,186
Sciocoris cursitans,9
Dicranocephalus agilis,38
Legnotus limbosus,59
Podops inuncta,90
Rhopalus rufus,12
Sehirus luctuosus,32
Eurydema ornata,4
Eurygaster maura,15
Syromastus rhombeus,28
Tritomegas sexmaculatus,1
Dicranocephalus medius,11
Arenocoris falleni,11
Enoplops scapha,29
Stictopleurus abutilon,45
Thyreocoris scarabaeoides,13
Liorrhyssus hyalinus,0
Sehirus biguttatus,3
Chorosoma schillingi,67
Legnotus picipes,8
Rhopalus maculatus,9
Elasmostethus tristriatus,154
Spathocera dalmanii,9
Sehirus dubius,2
Eysarcoris fabricii,196
Eysarcoris aeneus,1
Odontoscelis lineola,12
Bathysolen nubilus,6
Pyrrhocoris apterus,4
Odontoscelis fuliginosa,4
Holcostethus vernalis,3
Chlorochroa juniperina,1
Geotomus punctulatus,1
Arenocoris waltlii,0
Eurydema dominulus,0
Eurygaster austriaca,1
Rhagonycha fulva,1890
Cantharis decipiens,523
Cantharis lateralis,311
Cantharis nigra,564
Agrilus sinuatus,78
Platycis minutus,40
Malthinus seriepunctatus,173
Cantharis rustica,410
Cantharis rufa,272
Agrilus laticornis,84
Lampyris noctiluca,294
Rhagonycha limbata,649
Rhagonycha testacea,248
Agrilus cyanescens,0
Cantharis cryptica,668
Cantharis livida,216
Cantharis nigricans,637
Drilus flavescens,30
Rhagonycha lignosa,611
Cantharis pellucida,507
Malthodes dispar,65
Podabrus alpinus,106
Cantharis pallida,397
Malthodes minimus,301
Malthinus flaveolus,256
Cantharis thoracica,161
Pyropterus nigroruber,13
Malthodes marginatus,297
"Cantharis cryptica/pallida sensu (Fowler, 1889) partim not Fabricius, 1798",0
Cantharis figurata,128
Silis ruficollis,60
Cantharis fusca,25
Malthinus balteatus,47
Malthinus frontalis,36
Cantharis paludosa,124
Malthodes fuscus,89
Malthodes mysticus,122
Malthodes guttifer,60
Trachys scrobiculatus,8
Agrilus biguttatus,39
Malthodes flavoguttatus,78
Malthodes maurus,6
Cantharis obscura,26
Aphanisticus pusillus,16
Trachys troglodytes,62
Rhagonycha elongata,6
Rhagonycha lutea,40
Ancistronycha abdominalis,19
Malthodes fibulatus,20
Rhagonycha translucida,24
Agrilus angustulus,20
Malthodes crassicornis,1
Trachys minuta,3
Malthodes pumilus,37
Melanophila acuminata,1
Agrilus viridis,5
Dictyoptera aurora,5
Agrilus sulcicollis,4
Phosphaenus hemipterus,1
Dip_1060,41
Dip_5708,1
Dip_5709,6
Dip_1380,87
Dip_2147,38
Dip_3007,187
Dip_8516,212
Dip_3008,9
Dip_3009,135
Dip_3010,21
Dip_3011,339
Dip_3235,114
Dip_3546,45
Dip_4324,20
Dip_4335,18
Dip_4377,183
Dip_4378,1
Dip_4388,476
Dip_4389,27
Dip_4677,5
Dip_4678,373
Dip_4679,125
Dip_4681,12
Dip_5549,106
Dip_5914,11
Dip_6319,87
Dip_7025,8
Dip_1417,119
Dip_1441,6
Dip_4227,58
Dip_1617,51
Dip_1618,105
Dip_1619,1274
Dip_1620,15
Dip_6410,24
Dip_8075,32
Dip_8340,4
Dip_8342,18
Dip_2173,221
Dip_2174,940
Dip_2175,6
Dip_2176,3
Dip_6938,2
Dip_6939,23
Dip_7027,4
Dip_7028,462
Dip_7029,32
Dip_7030,748
Dip_7031,8
Dip_7032,444
Dip_7520,8
Dip_7719,42
Dip_7720,22
Dip_7323,19
Dip_7325,3
Dip_1492,569
Dip_1493,47
Dip_1494,62
Dip_1495,222
Dip_1496,128
Dip_1497,732
Dip_2124,1484
Dip_2151,40
Dip_2152,202
Dip_3500,3
Dip_5140,200
Dip_5141,236
Dip_5142,279
Dip_5524,99
Dip_5525,144
Dip_5526,58
Dip_5527,118
Dip_5578,5
Dip_5683,1
Dip_5684,11
Dip_5685,5
Dip_5686,120
Dip_5687,126
Dip_10272,378
Dip_5860,2
Dip_5861,12
Dip_5862,1
Dip_5863,0
Dip_5864,48
Dip_5865,96
Dip_5866,39
Dip_5867,32
Dip_5868,104
Dip_5869,10
Dip_5870,92
Dip_5875,246
Dip_5876,221
Dip_7260,132
Dip_7261,6
Dip_7262,55
Dip_7263,158
Dip_7664,5
Dip_7665,22
Dip_7666,113
Dip_7667,128
Dip_8330,30
Dip_8426,0
Dip_1445,16
Dip_1446,19
Dip_1447,0
Dip_1448,7
Dip_2178,163
Dip_2179,282
Dip_2180,3
Dip_2181,45
Dip_3839,4
Dip_3840,196
Dip_3841,12
Dip_3842,844
Dip_9750,1
Dip_4124,36
Dip_4125,5
Dip_4126,71
Dip_4127,8
Dip_4128,8
Dip_4129,2
Dip_4130,28
Dip_4131,7
Dip_7788,62
Dip_7789,3
Dip_7790,93
Dip_7791,21
Dip_7792,1
Dip_7793,10
Dip_7794,2
Dip_7795,112
Dip_1067,54
Dip_2261,30
Dip_2900,9
Dip_10321,0
Dip_7600,42
Dip_8011,42
Dip_8012,1
Dip_8013,2
Dip_8014,6
Dip_8015,1
Dip_8016,247
Dip_8017,17
Dip_8019,3
Dip_7517,17
Dip_10909,1
Dip_8406,237
Dip_8407,3
Ara_1512,755
Ara_1622,1635
Ara_1528,95
Ara_1437,359
Ara_1443,884
Ara_1440,510
Ara_1894,307
Ara_1356,686
Ara_1395,22
Ara_1853,529
Ara_1239,346
Ara_1090,2230
Ara_1460,1253
Ara_1630,2491
Ara_1875,976
Ara_1685,370
Ara_1585,260
Ara_1541,146
Ara_1586,1186
Ara_1171,22
Ara_1798,190
Ara_1778,290
Ara_1196,1018
Ara_1283,2068
Ara_1929,7
Ara_1609,6
Ara_1653,445
Ara_1649,491
Ara_1651,642
Ara_1205,254
Ara_1856,333
Ara_1794,45
Ara_1554,810
Ara_1614,1483
Ara_1892,734
Ara_1449,3364
Ara_1451,1983
Ara_1627,556
Ara_1628,745
Ara_1350,797
Ara_1201,456
Ara_1426,260
Ara_1513,1547
Ara_1185,345
Ara_1303,2009
Ara_1587,821
Ara_1346,870
Ara_1112,141
Ara_1418,490
Ara_1422,1383
Ara_1131,2273
Ara_1613,1435
Ara_1741,89
Ara_1504,567
Ara_1671,282
Ara_1438,1041
Ara_1132,448
Ara_1262,418
Ara_1067,937
Ara_1181,242
Ara_1075,826
Ara_1549,295
Ara_1511,1764
Ara_1048,248
Ara_1432,496
Ara_1568,465
Ara_1069,556
Ara_1678,1653
Ara_1377,615
Ara_1237,358
Ara_1207,536
Ara_1215,418
Ara_1664,304
Ara_1827,112
Ara_1294,174
Ara_1459,531
Ara_1569,991
Ara_1122,45
Ara_1873,426
Ara_1749,596
Ara_1592,176
Ara_1242,859
Ara_1388,299
Ara_1652,50
Ara_1305,1159
Ara_1597,108
Ara_1026,145
Ara_1584,146
Ara_1565,1173
Ara_1922,1594
Ara_1639,124
Ara_1289,31
Ara_1320,458
Ara_1537,691
Ara_1802,91
Ara_1194,557
Ara_1317,150
Ara_1811,130
Ara_1385,262
Ara_1821,361
Ara_1673,1426
